Sr. No.,Company name,ISIN,BSE Symbol,BSE 6 month Avg Total Market Cap in (Rs. Crs.),NSE Symbol,NSE 6 month Avg Total Market Cap (Rs. Crs.),MSEI Symbol,MSEI 6 month Avg Total Market Cap in (Rs Crs.),Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
4482,Ace Exports Limited,INE781X01019,,,,,ACEEXPO,3.77496000000001,3.77496000000001,Small Cap
4483,CINERAD COMMUNICATIONS LTD.,INE959B01017,CINERAD,3.77,,,,,3.77,Small Cap
4484,NETRIPPLES SOFTWARE LIMITED,INE478B01018,NETRIPPLES,3.75,,,,,3.75,Small Cap
4485,EURO CEREMICS LTD,INE649H01011,EUROCERA,3.74,,,,,3.74,Small Cap
4486,Sophia Exports Limited,INE948E01014,,,,,SOPHIA,3.73789499999999,3.73789499999999,Small Cap
4487,WINSOME DIAMONDS AND JEWELLERY LIMITED,INE664A01015,WINSOMEDJ,3.73,,,,,3.73,Small Cap
4488,MELSTAR INFORMATION TECHNOLOGIES LTD.,INE817A01019,MELSTAR,3.69,MELSTAR,3.7534,,,3.7217,Small Cap
4489,TIRTH PLASTIC LTD.,INE008N01018,TIRTPLS,3.7,,,,,3.7,Small Cap
4490,VIKALP SECURITIES LTD.,INE186E01011,VIKALPS,3.7,,,,,3.7,Small Cap
4491,GRAVITY (INDIA) LTD.,INE995A01013,GRAVITY,3.7,,,,,3.7,Small Cap
4492,SIDH AUTOMOBILES LIMITED,INE403L01015,SIDH,3.7,,,,,3.7,Small Cap
4493,AANANDA LAKSHMI SPINNING MILLS LIMITED,INE197R01010,AANANDALAK,3.67,,,,,3.67,Small Cap
4494,OMNI AXS SOFTWARE LTD.,INE369B01019,OMNIAX,3.65,,,,,3.65,Small Cap
4495,SASHWAT TECHNOCRATS LIMITED,INE789D01014,SASHWAT,3.64,,,,,3.64,Small Cap
4496,KARAN WOO-SIN LTD.,INE327D01013,KARANWO,3.64,,,,,3.64,Small Cap
4497,GCCL CONSTRUCTION AND REALITIES LTD,INE775C01015,GCCL,3.6,,,,,3.6,Small Cap
4498,PRO CLB GLOBAL LIMITED,INE438C01010,PROCLB,3.6,,,,,3.6,Small Cap
4499,MARUTI SECURITIES LTD.,INE368C01019,MARUTISE,3.59,,,,,3.59,Small Cap
4500,SHYAMA INFOSYS LTD.,INE861E01019,SHYAMAINFO,3.58,,,,,3.58,Small Cap
4501,OMEGA AG-SEEDS (PUNJAB) LTD.,INE112B01013,OMEAG,3.57,,,,,3.57,Small Cap
4502,GALADA FINANCE LIMITED,INE243E01010,GALADAFIN,3.57,,,,,3.57,Small Cap
4503,Skyline India Limited,INE773X01016,,,,,SKYLINE,3.564413575,3.564413575,Small Cap
4504,Zel Jewellers Limited,INE513F01013,,,,,ZEL,3.55000000000001,3.55000000000001,Small Cap
4505,DEVIKA PROTEINS LTD.,INE248C01013,DEVIKA,3.55,,,,,3.55,Small Cap
4506,INDRA INDUSTRIES LTD.,INE924N01016,INDRAIND,3.55,,,,,3.55,Small Cap
4507,SVAM SOFTWARE LTD,INE119B01018,SVAMSOF,3.54,,,,,3.54,Small Cap
4508,XO INFOTECH LTD.,INE490B01013,XOINFO,3.54,,,,,3.54,Small Cap
4509,PUROHIT CONSTRUCTION LIMITED,INE147J01012,PUROHITCON,3.54,,,,,3.54,Small Cap
4510,SPECTRA INDUSTRIES LTD.,INE848B01012,SPECTRA,3.53,,,,,3.53,Small Cap
4511,BANSISONS TEA INDUSTRIES LTD.,INE856E01019,BANSTEA,3.53,,,,,3.53,Small Cap
4512,Roadways India Limited,INE518C01019,,,,,ROADWAYS,3.52019999999999,3.52019999999999,Small Cap
4513,Hindustan Auto Finance Limited,INE806Q01018,,,,,HINDAUTO,3.5028,3.5028,Small Cap
4514,BEEYU OVERSEAS LTD.,INE052B01011,BEEYU,3.5,,,,,3.5,Small Cap
4515,PACHELI INDUSTRIAL FINANCE LIMITED,INE926B01016,PIFL,3.49,,,,,3.49,Small Cap
4516,AADI INDUSTRIES LTD,INE563D01013,AADIIND,3.49,,,,,3.49,Small Cap
4517,GHUSHINE FINTRRADE OCEAN LIMITED,INE009U01011,GHUSHINE,3.49,,,,,3.49,Small Cap
4518,HI-KLASS TRADING AND INVESTMENT LIMITED,INE302R01024,HIKLASS,3.49,,,,,3.49,Small Cap
4519,N2N TECHNOLOGIES LIMITED,INE043F01011,NNTL,3.48,,,,,3.48,Small Cap
4520,EKAM LEASING & FINANCE CO. LTD.,INE906L01025,EKAMLEA,3.45,,,,,3.45,Small Cap
4521,WAGEND INFRA VENTURE LIMITED,INE786K01023,WAGEND,3.44,,,,,3.44,Small Cap
4522,WISEC GLOBAL LTD.,INE638C01015,WISEC,3.44,,,,,3.44,Small Cap
4523,PANKAJ POLYMERS LTD.,INE698B01011,PANKAJPO,3.44,,,,,3.44,Small Cap
4524,B.P.CAPITAL LTD.,INE947C01010,BPCAP,3.44,,,,,3.44,Small Cap
4525,RUBY CABLES LIMITED,INE812T01010,RUBY,3.44,,,,,3.44,Small Cap
4526,"J.R. FOODS LIMITED,",INE989E01018,JRFOODS,3.43,,,,,3.43,Small Cap
4527,BIOPAC INDIA CORPORATION LTD,INE998A01017,BIOPAC,3.43,,,,,3.43,Small Cap
4528,IND-AGIV COMMERCE LTD.,INE115E01010,INDAGIV,3.42,,,,,3.42,Small Cap
4529,PROGREX VENTURES LIMITED,INE421E01012,PROGREXV,3.42,,,,,3.42,Small Cap
4530,STEWARTS & LLOYDS OF INDIA LTD.,INE356D01012,STEWARTQ,3.41,,,,,3.41,Small Cap
4531,KEN FINANCIAL SERVICES LTD.,INE395E01018,KENFIN,3.41,,,,,3.41,Small Cap
4532,SARTHAK GLOBAL LTD.,INE075H01019,SARTHAKGL,3.41,,,,,3.41,Small Cap
4533,KHATOR FIBRE & FABRICS LTD.,INE964G01016,KHTRFIB,3.4,,,,,3.4,Small Cap
4534,EURO MULTIVISION LIMITED,INE063J01011,EUROMULTI,3.4,,,,,3.4,Small Cap
4535,ASHAPURA INTIMATES FASHION LIMITED,INE428O01016,AIFL,3.4,,,,,3.4,Small Cap
4536,GCM COMMODITY & DERIVATIVES LIMITED,INE200P01016,GCMCOMM,3.38,,,,,3.38,Small Cap
4537,SOURCE INDUSTRIES (INDIA) LTD,INE695C01015,SOURCEIND,3.37,,,,,3.37,Small Cap
4538,SIMPLEX PAPERS LTD.,INE456H01029,SIMPLXPAP,3.37,,,,,3.37,Small Cap
4539,DYNAMIC MICROSTEPPERS LTD.,INE443N01017,DYNMICR,3.36,,,,,3.36,Small Cap
4540,RICHA INDUSTRIES LIMITED,INE516H01012,RICHAIND,3.36,,,,,3.36,Small Cap
4541,SKYLINE VENTURES INDIA  LIMITED,INE055Q01012,SKILVEN,3.36,,,,,3.36,Small Cap
4542,VALLABH STEELS LTD,INE457E01016,VALLABHSQ,3.35,,,,,3.35,Small Cap
4543,Jain Farms Palm Oil Limited,INE379Y01010,,,,,JAINFARM,3.34500000000001,3.34500000000001,Small Cap
4544,J.J.EXPORTERS LTD.,INE408B01015,JJEXPO,3.34,,,,,3.34,Small Cap
4545,DHENU BUILDCON INFRA LIMITED,INE758D01027,DHENUBUILD,3.33,,,,,3.33,Small Cap
4546,PIONEER AGRO EXTRACTS LTD.,INE062E01014,PIONAGR,3.33,,,,,3.33,Small Cap
4547,INTEGRATED THERMOPLASTICS LTD.,INE038N01015,INTETHR,3.33,,,,,3.33,Small Cap
4548,ELANGO INDUSTRIES LTD,INE594D01018,ELANGO,3.32,,,,,3.32,Small Cap
4549,SHELTER INFRA PROJECTS LIMITED,INE413C01013,SIPL,3.32,,,,,3.32,Small Cap
4550,BLUEBLOOD VENTURES LIMITED,INE562S01013,BVL,3.32,,,,,3.32,Small Cap
4551,OSCAR GLOBAL LTD,INE473F01010,OSCARGLO,3.31,,,,,3.31,Small Cap
4552,SOFTRAK VENTURE INVESTMENTS LTD.,INE562E01013,SOFTRAKV,3.31,,,,,3.31,Small Cap
4553,Parijat Paper Mills Limited,INE447K01014,,,,,PPML,3.29000000000001,3.29000000000001,Small Cap
4554,CHAMBAL BREWERIES & DISTILLERIES LI,INE417N01011,CHMBBRW,3.29,,,,,3.29,Small Cap
4555,INTEGRA SWITCHGEAR LTD.,INE0IPL01018,INTEGSW,3.29,,,,,3.29,Small Cap
4556,New Era Alkaloids & Export Limited,INE166V01017,,,,,NEWERA,3.2844,3.2844,Small Cap
4557,EUREKA INDUSTRIES LTD.,INE958A01011,EUREKAI,3.28,,,,,3.28,Small Cap
4558,ARCEE INDUSRTRIES LTD.,INE276D01012,ARCEEIN,3.27,,,,,3.27,Small Cap
4559,DECCAN POLYPACKS LTD,INE132E01015,DECPO,3.26,,,,,3.26,Small Cap
4560,OCEANAA BIOTEK INDUSTRIES LIMITED,INE732P01018,OBIL,3.26,,,,,3.26,Small Cap
4561,GB GLOBAL LIMITED,INE087J01028,GBGLOBAL,3.25,,,,,3.25,Small Cap
4562,KOME-ON COMMUNICATION LIMITED,INE833C01012,KOCL,3.24,,,,,3.24,Small Cap
4563,CONTINENTAL CONTROLS LTD.,INE545B01022,CONTICON,3.21,,,,,3.21,Small Cap
4564,City Gold Credit Capital Limited,INE868D01016,,,,,CITYGOLD,3.20049999999999,3.20049999999999,Small Cap
4565,CENTERAC TECHNOLOGIES LIMITED,INE157B01026,CENTERAC,3.19,,,,,3.19,Small Cap
4566,ENNORE COKE LIMITED,INE755H01016,ENNORE,3.18,,,,,3.18,Small Cap
4567,Technical Associates Infrapower Limited,INE095S01014,,,,,TECHAINPOW,3.18,3.18,Small Cap
4568,QUINTEGRA SOLUTIONS LIMITED,INE033B01011,QUINTEGRA,2.89,QUINTEGRA,3.4544,,,3.1722,Small Cap
4569,AMBITIOUS PLASTOMAC LTD.,INE267C01013,AMBIT,3.17,,,,,3.17,Small Cap
4570,ORTEL COMMUNICATIONS LIMITED,INE849L01019,ORTEL,3.17,ORTEL,3.1501,,,3.16005,Small Cap
4571,SAFFRON INDUSTRIES LIMITED,INE474D01013,SAFFRON,3.15,,,,,3.15,Small Cap
4572,CISTRO TELELINK LTD.,INE365C01023,CISTRO,3.14,,,,,3.14,Small Cap
4573,Prabhat Securities Limited,INE774R01016,,,,,PRABHATSEC,3.13200755999999,3.13200755999999,Small Cap
4574,KRISHNA FILAMENT INDUSTRIES LIMITED,INE073A01019,KRIFILIND,3.13,,,,,3.13,Small Cap
4575,CREDENCE SOUND & VISION LTD.,INE406C01025,CREDENCE,3.13,,,,,3.13,Small Cap
4576,MAHASAGAR TRAVELS LTD.,INE007G01014,MHSGRMS,3.12,,,,,3.12,Small Cap
4577,SHRI KALYAN HOLDINGS LTD.,INE079N01019,SHKALYN,3.12,,,,,3.12,Small Cap
4578,Aurum Capital Projects Limited,INE050F01016,,,,,AURUMCAP,3.11418500000001,3.11418500000001,Small Cap
4579,P. K. Leasing & Finance Limited,INE061D01018,,,,,PKLEASING,3.11040000000001,3.11040000000001,Small Cap
4580,Tarangini Investments Limited,INE356R01020,,,,,TARANGINI,3.106,3.106,Small Cap
4581,"SHYAMKAMAL INVESTMENTS LTD.,",INE203N01015,SHYMINV,3.1,,,,,3.1,Small Cap
4582,RANE COMPUTERS CONSULTANCY LTD,INE749C01010,RANCC,3.1,,,,,3.1,Small Cap
4583,River Front Hotels Limited,INE970W01010,,,,,RFHL,3.09767865,3.09767865,Small Cap
4584,Encore Business System Limited,INE572B01018,,,,,EBSL,3.097421,3.097421,Small Cap
4585,RSC INTERNATIONAL LIMITED,INE015F01019,RSCINT,3.08,,,,,3.08,Small Cap
4586,Jain Farms And Resorts Limited,INE378Y01012,,,,,JFRL,3.07499999999999,3.07499999999999,Small Cap
4587,DHAMPUR SUGAR (KASHIPUR) LTD.,INE735A01013,DHAMSUGR,3.06,,,,,3.06,Small Cap
4588,ACEWIN AGRITECK LIMITED,INE742R01013,ACEWIN,3.06,,,,,3.06,Small Cap
4589,SUPERSTAR DISTILLERIES AND FOODS LT,INE543D01015,SUPDF,3.04,,,,,3.04,Small Cap
4590,Pace Automation Limited,INE413R01011,,,,,PACEAUTO,3.023371,3.023371,Small Cap
4591,JYOTHI INFRAVENTURES LTD.,INE681K01018,JYOTHI,3.01,,,,,3.01,Small Cap
4592,"MICROSE INDIA LIMITED,",INE809F01015,MICROSE,3,,,,,3,Small Cap
4593,DIKSHA GREENS LIMITED,INE01GR01018,DGL,3,,,,,3,Small Cap
4594,Ellora Traders Limited,INE237E01012,,,,,ELLORA,2.99175000000001,2.99175000000001,Small Cap
4595,DELTRON LTD,INE272R01011,DELTRON,2.99,,,,,2.99,Small Cap
4596,"KOVALAM INV. & TRADING CO.LTD.,",INE735U01011,ZKOVALIN,2.99,,,,,2.99,Small Cap
4597,SEASONS FURNISHINGS LTD.,INE454D01015,SEASONF,2.99,,,,,2.99,Small Cap
4598,FOUNDRY FUEL PRODUCTS LTD.,INE617C01027,FFPL,2.98,,,,,2.98,Small Cap
4599,VADILAL DAIRY INTERNATIONAL LTD.,INE159T01016,VADIDAI,2.95,,,,,2.95,Small Cap
4600,TALWALKARS HEALTHCLUBS LIMITED,INE627Z01019,TALWGYM,2.95,,,,,2.95,Small Cap
4601,SHIVOM INVESTMENT & CONSULTANCY LIMITED,INE074G01014,SICLTD,2.94,,,,,2.94,Small Cap
4602,CYBERSCAPE MULTIMEDIA LTD.,INE519B01019,CYBERSC,2.93,,,,,2.93,Small Cap
4603,HIT KIT GLOBAL SOLUTIONS LTD,INE309B01023,HITKITGLO,2.92,,,,,2.92,Small Cap
4604,JAGSONPAL FINANCE & LEASING LTD.,INE582C01015,JAGSONFI,2.9,,,,,2.9,Small Cap
4605,MAYUR LEATHER PRODUCTS LTD.,INE799E01011,MAYUR,2.9,,,,,2.9,Small Cap
4606,Supraneet Finance & Consultants Limited,INE828D01010,,,,,SUPRANEET,2.876713,2.876713,Small Cap
4607,GANGOTRI TEXTILES LTD.,INE670B01028,GANGOTRI,2.82,GANGOTRI,2.9222,,,2.8711,Small Cap
4608,DIAMANT INFRASTRUCTURE LIMITED,INE206I01026,DIAMANT,2.87,,,,,2.87,Small Cap
4609,ASEEM GLOBAL LIMITED,INE439C01018,ASEEMG,2.86,,,,,2.86,Small Cap
4610,AMIT SPINNING INDUSTRIES LTD.,INE988A01026,ASIL,2.84,,,,,2.84,Small Cap
4611,AMIT SECURITIES LTD.,INE137E01014,AMITSEC,2.84,,,,,2.84,Small Cap
4612,SHIVANSH FINSERV LIMITED,INE728Q01014,SHIVA,2.84,,,,,2.84,Small Cap
4613,S.R.INDUSTRIES LTD.,INE329C01011,SRIND,2.82,,,,,2.82,Small Cap
4614,SIP INDUSTRIES LTD,INE186B01017,SIPIND,2.81,,,,,2.81,Small Cap
4615,SHASHANK TRADERS LIMITED,INE508R01018,SHASHANK,2.81,,,,,2.81,Small Cap
4616,KANEL INDUSTRIES LIMITED,INE252C01015,KANELIND,2.8,,,,,2.8,Small Cap
4617,DHARANI FINANCE LTD.,INE899D01011,DHARFIN,2.8,,,,,2.8,Small Cap
4618,INTERNATIONAL DATA MANAGEMENTS LTD.,INE649R01010,IDM,2.79,,,,,2.79,Small Cap
4619,"MODERN THREAD (INDIA) LTD.,",INE794W01014,MDRNTHR-B,2.78,,,,,2.78,Small Cap
4620,ESHA MEDIA RESEARCH LIMITED,INE328F01016,ESHAMEDIA,2.77,,,,,2.77,Small Cap
4621,ABHISHEK INFRAVENTURES LIMITED,INE281P01016,ABHIINFRA,2.76,,,ABHIINFRA,2.75659112903226,2.75829556451613,Small Cap
4622,SAPTAK CHEM AND BUSINESS LIMITED,INE467X01015,SCBL,2.74,,,,,2.74,Small Cap
4623,I.C.S.A. (INDIA) LTD.,INE306B01029,ICSA,2.74,,,,,2.74,Small Cap
4624,THAKKERS GROUP LIMITED,INE04VT01017,THAKKERS,2.73,,,,,2.73,Small Cap
4625,DESH RAKSHAK AUSHDHALAYA LTD.,INE971E01016,DESHRAK,2.73,,,,,2.73,Small Cap
4626,PURPLE ENTERTAINMENT LIMITED,INE905R01016,PURPLE,2.73,,,,,2.73,Small Cap
4627,JRD Finance Limited,INE517E01017,,,,,JFL,2.72030000000001,2.72030000000001,Small Cap
4628,TULSI EXTRUSIONS LIMITED,INE474I01012,TULSI,2.72,,,,,2.72,Small Cap
4629,REKVINA LABORATORIES LTD,INE092O01028,VINRKLB,2.71,,,,,2.71,Small Cap
4630,SHAMROCK INDUSTRIAL CO. LTD.,INE022F01015,SHAMROIN,2.71,,,,,2.71,Small Cap
4631,SPV GLOBAL TRADING LIMITED,INE177E01010,SPVGLOBAL,2.7,,,,,2.7,Small Cap
4632,NATURA HUE CHEM LTD.,INE487B01019,NATHUEC,2.7,,,,,2.7,Small Cap
4633,CAMSON SEEDS LIMITED,INE494T01017,CAMSONSEEDS,2.7,,,,,2.7,Small Cap
4634,SVA INDIA LTD,INE763K01014,SVAINDIA,2.69,,,,,2.69,Small Cap
4635,ADJIA TECHNOLOGIES LIMITED,INE0G0V01018,ADJIA,2.69,,,,,2.69,Small Cap
4636,CHECKPOINT TRENDS LIMITED,INE396H01019,CHECKPOINT,2.67,,,,,2.67,Small Cap
4637,SHAKTI PRESS LTD.,INE794C01016,SHAKTIPR,2.66,,,,,2.66,Small Cap
4638,ENCHANTE JEWELLERY LTD.,INE772C01012,ENCHANTE,2.65,,,,,2.65,Small Cap
4639,HIGH STREET FILATEX LIMITED,INE319M01011,HIGHSTREE,2.65,,,,,2.65,Small Cap
4640,EMMSONS INTERNATIONAL LIMITED,INE073C01015,EMMSONS,2.64,,,,,2.64,Small Cap
4641,"CHOKHANI INTERNATIONAL LTD.,",INE772F01015,CHOKINT,2.62,,,,,2.62,Small Cap
4642,"GAJRA BEVEL GEARS LTD.,",INE282D01010,GAJRA,2.6,,,,,2.6,Small Cap
4643,FRONTLINE BUSINESS SOLUTIONS LTD.,INE485D01035,FRONTBUSS,2.6,,,,,2.6,Small Cap
4644,"UNIWORTH LTD.,",INE207A01013,UNIWORTH,2.59,,,,,2.59,Small Cap
4645,MV COTSPIN LTD.,INE586D01014,MVCOTSP,2.59,,,,,2.59,Small Cap
4646,PFL INFOTECH LTD.,INE600F01018,PFLINFOTC,2.58,,,,,2.58,Small Cap
4647,S KUMARS.COM LTD.,INE827A01018,SKUMAR,2.58,,,,,2.58,Small Cap
4648,"INDIAN BRIGHT STEEL CO. LTD.,",INE566M01017,IBRIGST,2.57,,,,,2.57,Small Cap
4649,TECHTREK INDIA LIMITED,INE892N01015,TECHTREK,2.57,,,,,2.57,Small Cap
4650,T. SPIRITUAL WORLD LTD.,INE541C01037,TSPIRITUAL,2.57,,,,,2.57,Small Cap
4651,KANUNGO FINANCIERS LIMITED,INE453S01015,KANUNGO,2.56,,,,,2.56,Small Cap
4652,BRIJLAXMI LEASING & FINANCE LTD.,INE957E01031,BRIJLEAS,2.54,,,,,2.54,Small Cap
4653,CHPL INDUSTRIES LTD.,INE714Q01014,CHPLIND,2.54,,,,,2.54,Small Cap
4654,RADHAGOBIND COMMERCIAL LIMITED,INE792P01020,RCL,2.52,,,,,2.52,Small Cap
4655,GDL LEASING & FINANCE LTD.,INE545E01018,GDLLEAS,2.51,,,,,2.51,Small Cap
4656,"GAEKWAR MILLS LTD.,",INE837X01027,ZGAEKWAR,2.5,,,,,2.5,Small Cap
4657,VAX HOUSING FINANCE CORPORATION LTD,INE761B01017,VAXHS,2.5,,,,,2.5,Small Cap
4658,"JAYABHARAT CREDIT LTD.,",INE998D01011,JAYBHCR,2.49,,,,,2.49,Small Cap
4659,DOLPHIN MEDICAL SERVICES LTD.,INE796B01013,DOLPHMED,2.49,,,,,2.49,Small Cap
4660,FILMCITY MEDIA LTD.,INE600B01033,FILME,2.48,,,,,2.48,Small Cap
4661,COX & KINGS FINANCIAL SERVICE LIMITED,INE391Z01012,CKFSL,2.48,,,,,2.48,Small Cap
4662,KD LEISURES LIMITED,INE081R01016,KDLL,2.47,,,,,2.47,Small Cap
4663,EMPEE SUGARS & CHEMICALS LTD.,INE928B01012,EMPEESUG,2.43,,,,,2.43,Small Cap
4664,EURO ASIA EXPORTS LTD.,INE535P01015,EUROASIA,2.42,,,,,2.42,Small Cap
4665,NICCO-UCO ALLIANCE CREDIT LTD.,INE917B01023,NICCOUCO,2.41,,,,,2.41,Small Cap
4666,CRESCENT LEASING LIMITED,INE767G01013,CLLIMITED,2.38,,,,,2.38,Small Cap
4667,JLA INFRAVILLE SHOPPERS LIMITED,INE401Q01018,JSHL,2.36,,,,,2.36,Small Cap
4668,OSWAL YARNS LTD.,INE670H01017,OSWAYRN,2.35,,,,,2.35,Small Cap
4669,BGIL FILMS & TECHNOLOGIES LTD,INE443D01018,BGIL,2.34,,,,,2.34,Small Cap
4670,ENCODE PACKAGING INDIA LIMITED,INE900O01014,ENCODE,2.33,,,,,2.33,Small Cap
4671,NIKKI GLOBAL FINANCE LTD.,INE526C01012,NIKKIGL,2.32,,,,,2.32,Small Cap
4672,"BHORUKA ALUMINIUM LTD.,",INE866G01013,BHRKALM,2.31,,,,,2.31,Small Cap
4673,HEMO ORGANIC LIMITED,INE422G01015,HEMORGANIC,2.31,,,,,2.31,Small Cap
4674,WELLNESS NONI LIMITED,INE571H01017,WELLNESS,2.31,,,,,2.31,Small Cap
4675,"CLASSIC ELECTRICALS LTD.,",INE02BR01017,CLASELE,2.3,,,,,2.3,Small Cap
4676,JPT SECURITIES LTD.,INE630C01012,JPTSEC,2.29,,,,,2.29,Small Cap
4677,CARNATION INDUSTRIES LTD.,INE081B01010,CARNATIN,2.28,,,,,2.28,Small Cap
4678,INDIA INFRASPACE LTD,INE954M01031,INDINFRA,2.28,,,,,2.28,Small Cap
4679,VERONICA PRODUCTION LIMITED,INE008M01044,VERONICAPRO,2.28,,,,,2.28,Small Cap
4680,JAUSS POLYMERS LTD,INE593O01017,JAUSPOL,2.27,,,,,2.27,Small Cap
4681,ACE EDUTREND LIMITED,INE715F01014,ACEEDU,2.27,,,,,2.27,Small Cap
4682,VAISHNO CEMENT CO. LTD.,INE116E01018,VAICC,2.26,,,,,2.26,Small Cap
4683,GSL SECURITIES LTD.,INE721D01017,GSLSEC,2.26,,,,,2.26,Small Cap
4684,PRABHAV INDUSTRIES LIMITED,INE538J01012,PRABHAVIN,2.26,,,,,2.26,Small Cap
4685,SSPN FINANCE LIMITED,INE820R01017,SSPNFIN,2.26,,,,,2.26,Small Cap
4686,MODERN DENIM LIMITED,INE01N301019,MDRNSUT-B,2.25,,,,,2.25,Small Cap
4687,TWINSTAR INDUSTRIES LIMITED,INE070B01013,TWINSTAR,2.25,,,,,2.25,Small Cap
4688,GLOBUS CORPORATION LTD.,INE774B01028,GLOBUSCOR,2.24,,,,,2.24,Small Cap
4689,"SOMA PAPERS & INDUSTRIES LTD.,",INE737E01011,SOMAPPR,2.21,,,,,2.21,Small Cap
4690,ADARSH MERCANTILE LIMITED,INE673E01018,ADARSH,2.21,,,,,2.21,Small Cap
4691,Spangle Marketing Limited,INE315M01019,,,,,SPANGLE,2.202191,2.202191,Small Cap
4692,KABRA DRUGS LTD,INE323K01017,KABRADG,2.2,,,,,2.2,Small Cap
4693,RAJESWARI INFRASTRUCTURE LIMITED,INE016C01014,RAJINFRA,2.2,,,,,2.2,Small Cap
4694,"ASIAN BEARINGS LTD.,",INE046C01011,ASIANBRG,2.19,,,,,2.19,Small Cap
4695,VENMAX DRUGS AND PHARMACEUTICALS LTD,INE154G01022,VENMAX,2.19,,,,,2.19,Small Cap
4696,SHIVAMSHREE BUSINESSES LIMITED,INE857P01021,SBL,2.19,,,,,2.19,Small Cap
4697,Nidhi Services Limited,INE163S01010,,,,,NIDHISER,2.1825,2.1825,Small Cap
4698,UNIVERSAL ARTS LTD,INE464B01018,UNIVARTS,2.18,,,,,2.18,Small Cap
4699,"AUTOMOBILE PRODUCTS OF INDIA LTD.,",INE0NY101012,AUTOPRD,2.17,,,,,2.17,Small Cap
4700,SANGUINE MEDIA LTD.,INE617F01038,SANGUI,2.17,,,,,2.17,Small Cap
4701,BRILLIANT PORTFOLIOS LTD.,INE661F01010,BRIPORT,2.17,,,,,2.17,Small Cap
4702,ISHAAN INFRASTRUCTURE AND SHELTERS LIMITED,INE818R01011,IISL,2.17,,,,,2.17,Small Cap
4703,"GANESH HOLDING LTD.,",INE932M01011,GANHOLD,2.16,,,,,2.16,Small Cap
4704,HANMAN FIT LIMITED,INE982Q01017,HANMAN,2.16,,,,,2.16,Small Cap
4705,SHAILJA COMMERCIAL TRADE FRENZY LIMITED,INE195R01014,SHAILJA,2.15,,,,,2.15,Small Cap
4706,NEOGEM INDIA LIMITED,INE552E01014,NOGMIND,2.14,,,,,2.14,Small Cap
4707,CONCRETE CREDIT LIMITED,INE719G01014,CONCRETE,2.14,,,,,2.14,Small Cap
4708,"BIRLA TRANSASIA CARPETS LTD.,",INE646O01013,BIRLATR,2.13,,,,,2.13,Small Cap
4709,SHREE RAJESHWARANAND PAPER MILLS LT,INE617D01017,SRPML,2.13,,,,,2.13,Small Cap
4710,MID EAST PORTFOLIO MANAGEMENT LTD.,INE033E01015,MIDEASTP,2.13,,,,,2.13,Small Cap
4711,CORPORATE COURIER AND CARGO LTD,INE871E01018,CORPOCO,2.12,,,,,2.12,Small Cap
4712,BLUE BLENDS (INDIA) LTD,INE113O01014,BLUBLND-B,2.1,,,,,2.1,Small Cap
4713,R.R.SECURITIES LTD.,INE474H01014,RRSECUR,2.09,,,,,2.09,Small Cap
4714,CITY ONLINE SERVICES LIMITED,INE158C01014,CITYONLINE,2.08,,,,,2.08,Small Cap
4715,LINAKS MICROELECTRONICS LTD.,INE028C01027,LINAKS,2.06,,,,,2.06,Small Cap
4716,MAHAN INDUSTRIES LTD.,INE735D01033,MAHANIN,2.06,,,,,2.06,Small Cap
4717,MAX ALERT SYSTEMS LIMITED,INE253N01010,MASL,2.06,,,,,2.06,Small Cap
4718,HRB FLOURICULTURE LTD.,INE284D01016,HRBFLOR,2.05,,,,,2.05,Small Cap
4719,MUDRA FINANCIAL SERVICES LTD.,INE967S01014,MUDRA,2.05,,,,,2.05,Small Cap
4720,NEHA INTERNATIONAL LTD.,INE874D01022,NEHAINT,2.04,,,,,2.04,Small Cap
4721,EMA INDIA LTD.,INE279D01016,EMAINDIA,2.04,,,,,2.04,Small Cap
4722,TIRUPATI INDUSTRIES (INDIA) LTD,INE329E01017,TIRIN,2.04,,,,,2.04,Small Cap
4723,RAJVIR INDUSTRIES LIMITED,INE011H01014,RAJVIR,2.31,RAJVIR,1.7532,,,2.0316,Small Cap
4724,GYAN DEVELOPERS & BUILDERS LTD.,INE487G01018,GYANDEV,2.03,,,,,2.03,Small Cap
4725,SHRI KRISHNA PRASADAM LIMITED,INE009Q01019,SKP,2.03,,,,,2.03,Small Cap
4726,KUBER UDYOG LIMITED,INE594R01018,KUBERJI,2.02,,,,,2.02,Small Cap
4727,Saanvi Advisors Limited,INE757Q01013,,,,,SAANVI,2.0105,2.0105,Small Cap
4728,MADHUR INDUSTRIES LIMITED,INE110C01015,MADHURIND,2.01,,,,,2.01,Small Cap
4729,TRICOM FRUIT PRODUCTS LIMITED,INE843F01014,TRICOMFRU,2.01,,,,,2.01,Small Cap
4730,Capital Finvest Limited,INE379R01014,,,,,CAPFIN,2,2,Small Cap
4731,Amar Vanijya Limited,INE499F01015,,,,,AMARVAN,1.992,1.992,Small Cap
4732,ANAND PROJECTS LTD,INE134R01013,ANANDPROJ,1.99,,,,,1.99,Small Cap
4733,TRILOGIC DIGITAL MEDIA LIMITED,INE532D01018,TRILOGIC,1.99,,,,,1.99,Small Cap
4734,Pillar Investment Company Limited,INE752U01016,,,,,PILLAR,1.98500000000001,1.98500000000001,Small Cap
